Close,Price,Beta
363.21234130859375,363.21234130859375,
364.9521179199219,364.9521179199219,
356.10418701171875,356.10418701171875,
347.05743408203125,347.05743408203125,
346.06329345703125,346.06329345703125,
345.81475830078125,345.81475830078125,
335.1773376464844,335.1773376464844,
335.22705078125,335.22705078125,
337.6130065917969,337.6130065917969,
345.61590576171875,345.61590576171875,
355.85565185546875,355.85565185546875,
355.11004638671875,355.11004638671875,
352.5252380371094,352.5252380371094,
349.4433898925781,349.4433898925781,
341.2913513183594,341.2913513183594,
337.2153625488281,337.2153625488281,
340.843994140625,340.843994140625,
343.9258728027344,343.9258728027344,
349.3439636230469,349.3439636230469,
351.97845458984375,351.97845458984375,
349.3936767578125,349.3936767578125,
350.3878479003906,350.3878479003906,
350.3878479003906,350.3878479003906,
354.16558837890625,354.16558837890625,
348.6977844238281,348.6977844238281,
348.6977844238281,348.6977844238281,
348.6977844238281,348.6977844238281,
369.27667236328125,369.27667236328125,
368.18310546875,368.18310546875,
377.2795715332031,377.2795715332031,
381.05731201171875,381.05731201171875,
374.89361572265625,374.89361572265625,
373.800048828125,373.800048828125,
381.15673828125,381.15673828125,
373.20355224609375,373.20355224609375,
372.5573425292969,372.5573425292969,
376.036865234375,376.036865234375,
383.3935546875,383.3935546875,
366.7912902832031,366.7912902832031,
352.7738037109375,352.7738037109375,
357.5954284667969,357.5954284667969,
356.1539001464844,356.1539001464844,
362.317626953125,362.317626953125,
376.285400390625,376.285400390625,
379.0193176269531,379.0193176269531,
379.4667053222656,379.4667053222656,
388.5631408691406,388.5631408691406,
386.3263244628906,386.3263244628906,
392.14208984375,392.14208984375,
393.5339050292969,393.5339050292969,
385.3321838378906,385.3321838378906,
392.7882995605469,392.7882995605469,
391.04852294921875,391.04852294921875,
382.15087890625,382.15087890625,
379.0690002441406,379.0690002441406,
386.8233947753906,386.8233947753906,
372.7064514160156,372.7064514160156,
375.14215087890625,375.14215087890625,
367.9842529296875,367.9842529296875,
368.82928466796875,368.82928466796875,
389.10992431640625,389.10992431640625,
387.022216796875,387.022216796875,
394.6274719238281,394.6274719238281,
395.6216125488281,395.6216125488281,
403.4256591796875,403.4256591796875,
405.71221923828125,405.71221923828125,
396.6157531738281,396.6157531738281,
399.498779296875,399.498779296875,
393.2853698730469,393.2853698730469,
399.6976013183594,399.6976013183594,
400.2444152832031,400.2444152832031,
399.84674072265625,399.84674072265625,
394.0309753417969,394.0309753417969,
394.97540283203125,394.97540283203125,
390.5017395019531,390.5017395019531,
394.5280456542969,394.5280456542969,
389.2093505859375,389.2093505859375,
391.3467712402344,391.3467712402344,
391.2473449707031,391.2473449707031,
397.21221923828125,397.21221923828125,
403.8233337402344,403.8233337402344,
410.7823791503906,410.7823791503906,
409.63909912109375,409.63909912109375,
399.2999572753906,399.2999572753906,
394.8760070800781,394.8760070800781,
397.0631103515625,397.0631103515625,
393.7326965332031,393.7326965332031,
391.0982360839844,391.0982360839844,
382.29998779296875,382.29998779296875,
390.1000061035156,390.1000061035156,
393.0,393.0,
398.45001220703125,398.45001220703125,
403.04998779296875,403.04998779296875,
405.6499938964844,405.6499938964844,
408.8500061035156,408.8500061035156,
405.45001220703125,405.45001220703125,
406.54998779296875,406.54998779296875,
406.6499938964844,406.6499938964844,
399.8999938964844,399.8999938964844,
401.0,401.0,
401.20001220703125,401.20001220703125,
