Company,Sector,MarketCap,StartPrice,LatestPrice,FiveYearReturnPercent,GeneratedOn
Reliance Industries Limited,Energy,19532770967552,872.288330078125,1443.4000244140625,65.47281152836091,2026-02-05 21:45:10.830863
